


[ 4.54077154e-01  4.70698357e-01 -4.31393410e-08],[0.44948274 0.49346209 0.00086191],[0.45324397 0.50998527 0.00156913],[0.46008933 0.51515317 0.00163831],[0.46585959 0.51131535 0.00174713],[0.46875185 0.51462978 0.00428914],[0.46677288 0.51978046 0.00323156],[0.46216723 0.51511097 0.00066238],[ 0.45931336  0.50924009 -0.00105699],[0.47490531 0.50761908 0.00309431],[0.47171369 0.51147854 0.00343117],[0.4669967  0.50815988 0.00149061],[ 4.64253247e-01  5.03257096e-01 -1.03008169e-04],[0.47848764 0.49839431 0.00174719],[0.47532094 0.50274533 0.00237774],[0.47058091 0.50078619 0.00192445],[0.46770138 0.4968116  0.00135213],[4.80077684e-01 4.89156067e-01 3.60250619e-04],[0.47805062 0.49294844 0.00169906],[0.47418681 0.49173167 0.00326993],[0.47162402 0.48865086 0.00445342]
[ 2.99654484e-01  6.24983728e-01 -1.30959164e-08],[ 0.3062456   0.64229709 -0.00402204],[ 0.30648693  0.66045427 -0.00655938],[ 0.30610996  0.67482364 -0.00806834],[ 0.30557516  0.68401861 -0.00896236],[ 0.28850314  0.65906197 -0.00908381],[ 0.27941585  0.68020552 -0.01258935],[ 0.28039637  0.69185656 -0.01364014],[ 0.28286704  0.6980859  -0.01338573],[ 0.28095171  0.65408093 -0.00770245],[ 0.27120784  0.6770466  -0.01090842],[ 0.27451441  0.68861741 -0.01055161],[ 0.27948728  0.69320387 -0.00928076],[ 0.27722305  0.6508286  -0.00631275],[ 0.26935747  0.67155224 -0.0083501 ],[ 0.2721262   0.68321031 -0.00765694],[ 0.27628431  0.689161   -0.00638796],[ 0.27669758  0.64920694 -0.00507014],[ 0.27164906  0.66610348 -0.00583383],[ 0.2728101   0.67660612 -0.0049747 ],[ 0.27543756  0.68307644 -0.00373487]
[ 2.98564792e-01  6.37627780e-01 -9.28355171e-09],[ 0.30699161  0.65446359 -0.00318745],[ 0.3084408   0.67330956 -0.00480825],[ 0.30834174  0.68728787 -0.00541016],[ 0.30778402  0.69510341 -0.00522674],[ 0.290721    0.67501521 -0.00853929],[ 0.2814678   0.69687957 -0.01062759],[ 0.28407258  0.70713115 -0.01007426],[ 0.28734133  0.71047628 -0.00875871],[ 0.28256351  0.67006904 -0.00710237],[ 0.2734167   0.69407356 -0.00932227],[ 0.27788734  0.70414561 -0.00763179],[ 0.28280833  0.70633626 -0.00543605],[ 0.27839023  0.66651386 -0.00553245],[ 0.27096349  0.68825799 -0.00677389],[ 0.27483901  0.69847727 -0.00503338],[ 0.27908477  0.70233393 -0.00307964],[ 0.27742884  0.66409707 -0.0040405 ],[ 0.27288023  0.68148047 -0.00408424],[ 0.27497667  0.69118911 -0.00261916],[ 0.27810436  0.69595176 -0.00100006]
[ 3.02781582e-01  6.50358558e-01 -1.66602145e-08],[ 0.31228009  0.66635364 -0.0028977 ],[ 0.31446636  0.68552399 -0.0040223 ],[ 0.31439292  0.69904649 -0.0042747 ],[ 0.31265911  0.70541018 -0.00374167],[ 0.29673868  0.68993038 -0.00634051],[ 0.28934526  0.71148944 -0.00843289],[ 0.29232505  0.72110909 -0.00842557],[ 0.29575089  0.72344697 -0.00742761],[ 0.28842461  0.68532568 -0.00499653],[ 0.28061461  0.70837468 -0.00685516],[ 0.28575617  0.71594352 -0.00547268],[ 0.29062071  0.71572071 -0.00341049],[ 0.28383321  0.6813851  -0.00364024],[ 0.27834716  0.70208234 -0.0044272 ],[ 0.28299588  0.70936942 -0.00261475],[ 2.86974967e-01  7.10538149e-01 -5.98842627e-04],[ 0.28249097  0.67810577 -0.00241068],[ 0.27944124  0.69503158 -0.00183144],[2.82196701e-01 7.02908397e-01 2.15439031e-05],[0.28518242 0.70564634 0.00191002]
[ 3.11097205e-01  6.60648465e-01 -2.43162629e-10],[ 0.32207549  0.67569613 -0.00325139],[ 0.32456115  0.69408488 -0.00392584],[ 0.32410774  0.70741391 -0.00351951],[ 0.32254866  0.71460766 -0.00237737],[ 0.30807257  0.70191598 -0.00597516],[ 0.30139244  0.72309679 -0.00740318],[ 0.30178368  0.73360133 -0.00705676],[ 0.3031663   0.73886776 -0.00597871],[ 0.29937536  0.69854033 -0.00424834],[ 0.29304555  0.72140121 -0.00507586],[ 0.29737711  0.73081511 -0.00327555],[ 0.3019419   0.73304027 -0.00113789],[ 0.29428172  0.695503   -0.00260268],[ 0.29005304  0.71589977 -0.00271263],[ 0.29453501  0.72384095 -0.00100307],[0.29827508 0.72619021 0.00084078],[ 0.29224315  0.692891   -0.00119438],[ 2.90056378e-01  7.09493518e-01 -1.77755937e-04],[0.29282379 0.71696198 0.00152201],[0.29563233 0.71994174 0.00323447]
[3.23573172e-01 6.69780612e-01 5.96183436e-10],[ 0.33422172  0.6852721  -0.00131099],[ 0.33655733  0.70265204 -0.00193199],[ 0.33593452  0.71506476 -0.00182233],[ 0.33426172  0.72155035 -0.00100961],[ 0.32182255  0.71099275 -0.00576919],[ 0.31480438  0.7331146  -0.00771656],[ 0.31652182  0.74298435 -0.00725761],[ 0.31933814  0.74613243 -0.00581697],[ 0.31234607  0.70696962 -0.0052042 ],[ 0.3053979   0.73077279 -0.00676178],[ 0.30951115  0.73934871 -0.00480205],[ 0.31400734  0.74046868 -0.0023149 ],[ 0.30635288  0.70306134 -0.00446379],[ 0.30195549  0.72413772 -0.0048042 ],[ 0.3061527   0.73174417 -0.00225691],[3.09867531e-01 7.33572066e-01 2.93243676e-04],[ 0.30348054  0.69906354 -0.00374618],[ 0.30133426  0.71586919 -0.0025102 ],[3.04264069e-01 7.23605037e-01 1.23937905e-04],[0.30735907 0.72648001 0.00264577]
[ 3.34716678e-01  6.75121546e-01 -2.39349109e-08],[ 0.34625325  0.68987286 -0.00120379],[ 0.34959134  0.70765013 -0.00144002],[ 0.34865579  0.72102475 -0.00098739],[3.47093731e-01 7.28061378e-01 1.46624428e-04],[ 0.33505648  0.71849382 -0.00568274],[ 0.32982072  0.74183857 -0.00748181],[ 0.33299279  0.751266   -0.00685868],[ 0.33664134  0.75420833 -0.00537935],[ 0.32566544  0.7149995  -0.00530242],[ 0.32110184  0.74068034 -0.00693549],[ 0.32639736  0.74853069 -0.00490058],[ 0.33102879  0.74890947 -0.00241459],[ 0.31979591  0.71110457 -0.00478734],[ 0.3164098   0.73367417 -0.00551035],[ 0.3214941   0.74093843 -0.0031682 ],[ 3.25558007e-01  7.42391884e-01 -7.32654764e-04],[ 0.31686485  0.7066704  -0.00429687],[ 0.31452215  0.72483575 -0.00341373],[ 0.31795013  0.73255384 -0.00111114],[0.32155642 0.73511314 0.001093  ]
[ 3.46742183e-01  6.75315142e-01 -4.78280615e-09],[3.58380318e-01 6.92682147e-01 3.28723865e-04],[0.3616029  0.71212739 0.00083231],[0.36015731 0.7254197  0.00155826],[0.35777891 0.73202819 0.00275555],[ 0.34869865  0.72019678 -0.00234161],[ 0.34498769  0.74249846 -0.0029222 ],[ 0.34626654  0.75149953 -0.00217841],[ 0.34809718  0.75546622 -0.00100946],[ 0.3394759   0.71677136 -0.00270815],[ 0.33531833  0.74076992 -0.00301791],[ 0.33866331  0.75024879 -0.00145792],[3.42430741e-01 7.53552794e-01 2.42980401e-04],[ 0.33338371  0.71231842 -0.0028649 ],[ 0.33083057  0.73249394 -0.00233364],[ 3.34339052e-01  7.41362035e-01 -3.14126082e-04],[0.33749267 0.74510384 0.00140999],[ 0.33028588  0.7075386  -0.00298248],[ 0.32884252  0.7239219  -0.00132688],[0.3316606  0.73191351 0.00120211],[0.33456671 0.73545837 0.00329433]
[3.56888294e-01 6.76811635e-01 3.61051433e-09],[0.3693375  0.69262367 0.00144092],[0.37298879 0.7114948  0.00295868],[0.3723821  0.72501302 0.0046292 ],[0.370271   0.73220956 0.00670444],[ 3.61087143e-01  7.21249402e-01 -2.64217815e-04],[3.57069850e-01 7.42980301e-01 3.08265793e-04],[0.35685495 0.75155884 0.0019777 ],[0.35767603 0.75508618 0.00386981],[ 3.51603776e-01  7.18419909e-01 -3.95459065e-04],[3.47491175e-01 7.40774214e-01 4.69000603e-04],[0.34899986 0.74974424 0.00269336],[0.35138905 0.75345904 0.00482223],[ 3.44760716e-01  7.14610755e-01 -2.85952323e-04],[0.34176707 0.73403311 0.00088164],[0.34380502 0.74312693 0.00281905],[0.3464666  0.74739349 0.00453512],[3.40928733e-01 7.10708439e-01 2.01113708e-05],[0.33916578 0.72618389 0.00216115],[0.3409254  0.73439443 0.00444196],[0.34345478 0.73881853 0.00637572]
[3.69317263e-01 6.77168369e-01 1.51947539e-08],[3.82175058e-01 6.90711379e-01 1.04951854e-04],[3.86623710e-01 7.08306670e-01 5.70569362e-04],[0.38582793 0.72203094 0.00122092],[0.3837586  0.72997707 0.00224295],[ 0.37611791  0.7201308  -0.00187119],[ 0.37277579  0.7421993  -0.00245479],[ 0.37197414  0.75112325 -0.00191664],[ 0.37220776  0.75516754 -0.00088343],[ 0.36597794  0.71902299 -0.00202134],[ 0.36330438  0.74221122 -0.00185112],[ 3.65252346e-01  7.50756145e-01 -5.59442095e-04],[3.67886871e-01 7.53834128e-01 7.49474217e-04],[ 0.3585597   0.71625668 -0.00200622],[ 0.35699812  0.73635995 -0.00134841],[3.59783888e-01 7.44005561e-01 3.93036142e-04],[0.362784   0.74678755 0.00185826],[ 0.35414797  0.71259564 -0.00198365],[ 3.53379428e-01  7.28495896e-01 -2.58661457e-04],[0.35583088 0.73539388 0.00203995],[0.35885245 0.73844904 0.003946  ]
[ 3.87001306e-01  6.73901141e-01 -1.66969851e-08],[ 0.40124348  0.69001383 -0.00259837],[ 0.40638709  0.71309334 -0.00352018],[ 0.4044359   0.72988772 -0.00311104],[ 0.39906099  0.73791313 -0.00211744],[ 0.39377904  0.71907789 -0.00923269],[ 0.39027193  0.74871212 -0.00964552],[ 0.39178526  0.75897557 -0.00803983],[ 0.3930335   0.7639966  -0.00655466],[ 0.38380027  0.71829551 -0.0074678 ],[ 0.38130388  0.74805158 -0.0075647 ],[ 0.38574979  0.75649142 -0.00526714],[ 0.38980958  0.75754339 -0.00341742],[ 0.37622762  0.71642375 -0.00514   ],[ 0.37618425  0.74183917 -0.00403502],[ 0.38082659  0.74900287 -0.00154485],[3.84643763e-01 7.49583662e-01 9.30100505e-05],[ 0.37099141  0.71366125 -0.00290937],[ 0.37120464  0.73253298 -0.00124695],[0.37535837 0.73978978 0.00092213],[0.37933493 0.74131578 0.00259505],[3.83751422e-01 6.76966250e-01 1.70440604e-08],[ 3.97265792e-01  6.90550447e-01 -4.31963330e-04],[4.01180297e-01 7.10061967e-01 3.42261250e-04],[0.39953813 0.72528064 0.00157543],[0.39687535 0.73479503 0.0034213 ],[ 0.39124736  0.71985167 -0.00263549],[ 0.38866299  0.74551576 -0.00324181],[ 0.39096642  0.75533855 -0.00225361],[ 3.93278360e-01  7.58674324e-01 -6.80849131e-04],[ 0.38134885  0.71888316 -0.00238599],[ 0.37983143  0.7446146  -0.00268717],[ 0.38421252  0.75398272 -0.00099211],[0.38841581 0.75660384 0.00097827],[ 0.37445378  0.71630204 -0.00202332],[ 0.37374076  0.73798358 -0.00159052],[3.78212601e-01 7.46295094e-01 5.78779494e-04],[0.38222107 0.74904484 0.00265441],[ 0.37048414  0.71255237 -0.00170086],[3.70386779e-01 7.29681730e-01 3.54554104e-05],[0.3738589  0.73774487 0.0025406 ],[0.37753457 0.74063176 0.00477256]
[4.01542127e-01 6.75035119e-01 2.76648535e-08],[ 0.41343883  0.69101906 -0.00212949],[ 0.41594738  0.71297294 -0.00231144],[ 0.41266531  0.73064917 -0.00164911],[ 4.09925520e-01  7.42947757e-01 -4.01844969e-04],[ 0.40796798  0.71795672 -0.00450715],[ 0.40726286  0.74250686 -0.00499144],[ 0.40806842  0.75227612 -0.00392866],[ 0.40877044  0.75764668 -0.00268065],[ 0.39930624  0.71662921 -0.00351291],[ 0.39864317  0.74031961 -0.00362908],[ 0.40110385  0.74913126 -0.00223813],[ 0.40315431  0.75335699 -0.00085954],[ 0.39235702  0.71404332 -0.00244412],[ 0.39199445  0.73497003 -0.00210476],[ 3.95247012e-01  7.42705107e-01 -1.45805301e-04],[0.3974469  0.74696404 0.00142682],[ 0.38758612  0.71104145 -0.00150915],[ 3.87884527e-01  7.27474272e-01 -1.03642946e-04],[0.3907285  0.73435092 0.00219582],[0.3926478  0.73759741 0.00408053]
[ 4.27966774e-01  6.76710963e-01 -7.08449477e-08],[ 0.44488814  0.69451129 -0.00276655],[ 0.44938084  0.7200129  -0.00379557],[ 0.4462302   0.74240184 -0.00445285],[ 0.44161165  0.75679773 -0.00428734],[ 0.43756574  0.72444749 -0.00266799],[ 0.43714002  0.75420672 -0.00491911],[ 0.44161159  0.7578935  -0.00570694],[ 0.4429585   0.75492764 -0.00538107],[ 0.42676526  0.72301304 -0.00197908],[ 0.42913902  0.7523914  -0.00318005],[ 0.43546274  0.75477344 -0.00348258],[ 0.43813306  0.74991    -0.00335147],[ 0.41947275  0.72110164 -0.00152146],[ 0.42378429  0.74810958 -0.00290917],[ 0.43027598  0.74958259 -0.00213995],[ 0.43338904  0.7444486  -0.00116955],[ 0.41590732  0.72009122 -0.0011459 ],[ 0.42062536  0.74139726 -0.00088059],[0.42612526 0.74333221 0.00113177],[0.42920846 0.73875046 0.00281185]
[ 4.53569621e-01  6.79896951e-01 -3.04441201e-08],[ 0.46753752  0.68976456 -0.00205897],[ 0.47205278  0.71263653 -0.00367175],[ 0.46850047  0.73293412 -0.00454926],[ 0.46263087  0.744362   -0.00504756],[ 0.46900219  0.71632785 -0.00955484],[ 0.46963522  0.74691886 -0.0122578 ],[ 0.46858391  0.75614077 -0.01222131],[ 0.467269    0.76072979 -0.01161488],[ 0.45840466  0.71815854 -0.00942296],[ 0.45974478  0.74867594 -0.01148348],[ 0.46236724  0.7531296  -0.01041959],[ 0.46401897  0.75167358 -0.00931379],[ 0.44934869  0.71810412 -0.00880884],[ 0.45152605  0.743433   -0.01025802],[ 0.45557418  0.74404478 -0.00792815],[ 0.45782208  0.74051136 -0.00608811],[ 0.44271725  0.71743554 -0.008156  ],[ 0.44577643  0.73701578 -0.00799854],[ 0.44965383  0.73810548 -0.00527748],[ 0.45197558  0.73524123 -0.00318151],[ 4.45289016e-01  6.71140611e-01 -1.34337617e-08],[ 0.46034506  0.68793035 -0.00150811],[ 0.46481609  0.71194905 -0.00178292],[ 0.46275738  0.73219329 -0.00165753],[ 0.46138492  0.74539781 -0.00110824],[ 0.45629081  0.71727157 -0.00307764],[ 0.45901147  0.74457413 -0.00419002],[ 0.46293724  0.75402492 -0.00410595],[ 0.46536088  0.75882077 -0.00349006],[ 0.4478941   0.71651608 -0.00274582],[ 0.45168599  0.74346685 -0.00282656],[ 0.45746136  0.75014019 -0.0020148 ],[ 0.46063492  0.75082856 -0.001294  ],[ 0.4414804   0.71447998 -0.00237343],[ 0.44563463  0.73798877 -0.00203687],[ 4.51857030e-01  7.42178977e-01 -5.72167395e-04],[4.54944611e-01 7.41470873e-01 3.92874615e-04],[ 0.43691227  0.712717   -0.00210121],[ 0.44123176  0.73064137 -0.00096601],[0.44683546 0.73395562 0.00114205],[0.44976923 0.73286533 0.00274139]

[ 4.95161146e-01  6.73826277e-01 -1.87475973e-08],[0.50857431 0.68441498 0.00221471],[0.51380461 0.70361853 0.00186588],[0.5124554  0.71918762 0.00097483],[5.08333325e-01 7.29147971e-01 2.14040687e-04],[ 0.51540738  0.70996815 -0.00347757],[ 0.51838374  0.73545909 -0.00547319],[ 0.5171032   0.74601758 -0.00565453],[ 0.51511973  0.75215578 -0.00533345],[ 0.50680989  0.71177858 -0.00585277],[ 0.50803244  0.73932695 -0.00785924],[ 0.5071004   0.74191302 -0.00717259],[ 0.50654775  0.73914903 -0.00611158],[ 0.49783909  0.71160573 -0.00760897],[ 0.49952441  0.73604459 -0.00860209],[ 0.49985191  0.73582536 -0.00582942],[ 0.50040781  0.73102653 -0.00352045],[ 0.49015856  0.70996255 -0.00913825],[ 0.49218711  0.72889107 -0.00777268],[ 0.4935486   0.72999567 -0.00404611],[ 0.49473906  0.72694874 -0.00118885]
[ 5.14629841e-01  6.71433330e-01 -2.80086621e-09],[0.52753532 0.67974031 0.00200478],[0.5336296  0.69708067 0.00143593],[5.32787025e-01 7.12603331e-01 2.08291662e-04],[ 0.52919251  0.72322941 -0.00088793],[ 0.53652334  0.70232111 -0.00327365],[ 0.54109246  0.72642481 -0.00545253],[ 0.54043633  0.73763496 -0.00582928],[ 0.53899586  0.74433672 -0.00557989],[ 0.52897704  0.70657527 -0.00575516],[ 0.53339732  0.73326826 -0.00759697],[ 0.53167897  0.73826998 -0.00713349],[ 0.52987105  0.73728621 -0.00624992],[ 0.52074248  0.70896912 -0.00768513],[ 0.52442843  0.73318052 -0.00862033],[ 0.52375698  0.73363668 -0.00612535],[ 0.52319384  0.72912127 -0.00398691],[ 0.51321036  0.70942444 -0.00944421],[ 0.51719737  0.72767192 -0.00852341],[ 0.51812559  0.7300635  -0.00521921],[ 0.51884681  0.72823387 -0.00256227],[5.07614732e-01 6.71072781e-01 4.60628620e-08],[0.52071023 0.68202382 0.00156763],[0.52666426 0.70020068 0.00149175],[0.52628773 0.71606266 0.00090213],[5.24557412e-01 7.26762831e-01 5.31983562e-04],[ 0.53022206  0.70550674 -0.00137908],[ 0.53633106  0.7281251  -0.00279042],[ 0.5377481   0.73996055 -0.00293995],[ 0.53785169  0.74809766 -0.00266479],[ 0.52286929  0.70900995 -0.00361054],[ 0.52747166  0.73428106 -0.00562221],[ 0.52776581  0.73783255 -0.00536178],[ 0.5276497   0.73578125 -0.0042938 ],[ 0.51516998  0.71049142 -0.00552276],[ 0.51916945  0.73375672 -0.00624352],[ 0.52059954  0.73299223 -0.00417318],[ 0.52139825  0.72818518 -0.00215589],[ 0.50836194  0.71011615 -0.00737333],[ 0.51294321  0.72703516 -0.00595774],[ 0.51508433  0.72715181 -0.00298186],[ 5.16061902e-01  7.23896682e-01 -5.98209328e-04]
[5.25398314e-01 6.70777500e-01 5.02329733e-08],[0.536816   0.68325603 0.00417301],[0.54232031 0.70011616 0.00524341],[0.54366881 0.71424156 0.00522799],[0.54462379 0.72417378 0.00521789],[0.54704738 0.70656848 0.00306202],[0.5549866  0.72512978 0.00304495],[0.55805057 0.73454839 0.00347639],[0.55946302 0.74059534 0.00405383],[ 5.41739464e-01  7.09984303e-01 -1.72273009e-04],[ 5.48454285e-01  7.31272221e-01 -2.48636701e-04],[5.50149739e-01 7.37275898e-01 4.14902053e-04],[0.55106616 0.73870677 0.00134678],[ 0.53579044  0.71144158 -0.00309963],[ 0.54123157  0.73188144 -0.00219881],[ 5.43387353e-01  7.34691262e-01 -1.94477270e-05],[0.54448718 0.7338953  0.0015498 ],[ 0.52993822  0.71117288 -0.00582225],[ 0.53508371  0.72615802 -0.00352688],[ 5.38036823e-01  7.28710234e-01 -3.97297001e-04],[0.53978753 0.72831905 0.00189039]
[ 5.52461684e-01  6.79395139e-01 -2.85162756e-08],[0.56603658 0.68584585 0.00266676],[0.57372993 0.70079666 0.00221863],[0.57543188 0.71513891 0.00085118],[ 5.73585808e-01  7.25973666e-01 -3.47185880e-04],[ 0.57708031  0.70345312 -0.00222205],[ 0.58413589  0.72542065 -0.00438898],[ 0.5831309   0.73377693 -0.00478451],[ 0.58085608  0.73703384 -0.00453897],[ 0.5707913   0.70848483 -0.00510952],[ 0.57815725  0.73324275 -0.00662082],[ 0.57586735  0.7382856  -0.00633204],[ 0.57315332  0.73692584 -0.00584647],[ 0.56322622  0.71275961 -0.00752674],[ 0.56931114  0.73557264 -0.0082462 ],[ 0.56764567  0.73581672 -0.00638147],[ 0.56580859  0.73124707 -0.00498316],[ 0.55566388  0.71609122 -0.00970999],[ 0.56095916  0.73283273 -0.00888629],[ 0.56164688  0.73329222 -0.00616959],[ 0.561647    0.72940934 -0.00414711],[5.41287184e-01 6.73604727e-01 4.95512467e-08],[0.55557811 0.68433774 0.00428694],[0.56346458 0.69955736 0.00534667],[0.56600147 0.71313864 0.00509976],[0.5662514  0.72296971 0.00497081],[0.56631058 0.70741987 0.00380851],[0.57382762 0.7264086  0.00364504],[0.57667792 0.73423773 0.00381963],[0.57832175 0.73838168 0.0042491 ],[5.61344147e-01 7.12223947e-01 4.40588017e-04],[5.68940699e-01 7.33520269e-01 6.10928226e-04],[0.57054627 0.73818475 0.00103629],[0.57108891 0.73792243 0.00172389],[ 0.55544782  0.7152862  -0.00270739],[ 0.56095445  0.73540413 -0.00187921],[ 5.62647283e-01  7.35944033e-01 -2.94203986e-04],[0.56294543 0.73251957 0.00097466],[ 0.5493499   0.71654433 -0.00563407],[ 0.55353695  0.73155594 -0.00347464],[ 0.55589771  0.73228437 -0.00078245],[0.55682832 0.72938281 0.00125869]
[5.57877481e-01 6.75652027e-01 6.29502281e-08],[0.57061189 0.68764442 0.00468774],[0.57850176 0.70214134 0.00654638],[0.581689   0.71535295 0.00710599],[0.58306032 0.72525615 0.00788832],[0.58552778 0.7088443  0.00723385],[0.59394687 0.72409832 0.00759975],[0.59805757 0.73319203 0.00760739],[0.60012472 0.74004436 0.00782364],[0.58169234 0.71473521 0.00424638],[0.58901882 0.73173189 0.00509117],[0.59193248 0.74053341 0.00532772],[0.59346849 0.74690294 0.00582489],[0.57625991 0.71908838 0.00120932],[0.58154237 0.73541105 0.00223085],[0.58445919 0.74203515 0.00323282],[0.58609289 0.74657845 0.00413358],[ 0.56968296  0.72183043 -0.00162268],[5.74122190e-01 7.34912038e-01 3.01441090e-04],[0.5768339  0.74019331 0.00250599],[0.57852685 0.74341166 0.00434875]
[ 5.86815119e-01  6.95482075e-01 -1.49706594e-08],[0.60088336 0.70089644 0.00358898],[0.60893983 0.71356177 0.0036699 ],[0.60953802 0.72573662 0.00257069],[0.60740721 0.73574722 0.0015249 ],[ 6.13225400e-01  7.18786120e-01 -3.45093576e-04],[ 0.62142378  0.73933733 -0.00287167],[ 0.6203981   0.74778801 -0.00387921],[ 0.61707914  0.74981564 -0.00369824],[ 0.60712272  0.72527367 -0.00364677],[ 0.61542875  0.74787492 -0.00499407],[ 0.61359495  0.75346714 -0.00479342],[ 0.61041653  0.7521562  -0.00414756],[ 0.59975529  0.72992009 -0.00657059],[ 0.60553718  0.75135189 -0.00669376],[ 0.6040538   0.75269765 -0.00450957],[ 0.60225612  0.74880499 -0.00282832],[ 0.59210932  0.73243308 -0.00928663],[ 0.59679723  0.74859655 -0.00768579],[ 0.59693176  0.74977267 -0.00417773],[ 0.59653986  0.74653357 -0.00145004],[5.75185359e-01 6.80835903e-01 8.08626268e-08],[0.59106064 0.69163036 0.00562993],[0.59933543 0.70670104 0.00756913],[0.60226607 0.72030717 0.00795761],[0.60240698 0.73114336 0.00848313],[0.60475808 0.71204191 0.00827737],[0.6127336  0.72681773 0.0086986 ],[0.61711061 0.73646009 0.00822598],[0.61966693 0.74483281 0.00800248],[0.60081178 0.71884352 0.00492386],[0.60719186 0.73452723 0.00607016],[0.61059004 0.74449849 0.00588001],[0.61265653 0.75265145 0.00579224],[0.59490454 0.724536   0.00163259],[0.5993008  0.73986101 0.00327817],[0.60189199 0.74770939 0.00425969],[0.60364717 0.75314438 0.00489167],[ 0.58786726  0.72839659 -0.00142187],[0.59212869 0.74166775 0.00157777],[0.59443301 0.74767458 0.00424224],[0.5961113  0.75152779 0.00615661]
[5.90139627e-01 6.89505696e-01 8.56554792e-08],[0.60596812 0.6987589  0.00386878],[0.61480838 0.71278566 0.0045067 ],[0.61808771 0.72602135 0.0040891 ],[0.61735195 0.73775411 0.00359713],[0.61889297 0.71676689 0.00359163],[0.62727118 0.73078972 0.00289096],[0.63205981 0.74071652 0.00175823],[0.63517022 0.74965543 0.00091977],[0.61465681 0.72298354 0.00075242],[0.62122339 0.7384457  0.00082482],[6.25225365e-01 7.49215603e-01 2.09087320e-05],[ 0.62793279  0.75853449 -0.00083483],[ 0.60863572  0.72801155 -0.00195771],[ 0.61390495  0.74301654 -0.0013393 ],[ 0.6174385   0.75265557 -0.00123565],[ 0.61995065  0.76027507 -0.00153472],[ 0.60193002  0.73158544 -0.00446047],[ 0.60704565  0.74399489 -0.00291967],[ 0.61011797  0.75139463 -0.00156051],[ 0.61268514  0.75722486 -0.00081304]
[ 6.16360903e-01  7.10522473e-01 -2.68739644e-08],[0.63044918 0.7145794  0.00479876],[0.63910723 0.72593427 0.00563675],[0.64156455 0.73791176 0.0052848 ],[0.6404897  0.748209   0.00500013],[0.64446324 0.73129219 0.0008633 ],[ 0.65360963  0.75061816 -0.00087417],[ 0.65241903  0.75776494 -0.00111841],[ 6.49363220e-01  7.59779871e-01 -5.93023025e-04],[ 0.63891971  0.73909509 -0.00254549],[ 0.64787972  0.76122278 -0.00348089],[ 0.64639485  0.76652288 -0.00281328],[ 0.64392531  0.76647907 -0.00183883],[ 0.63203585  0.74491537 -0.00547223],[ 0.6390515   0.76588345 -0.00539222],[ 0.63840389  0.76980227 -0.00319371],[ 0.63735986  0.76954967 -0.00152006],[ 0.62448794  0.74832678 -0.00802417],[ 0.6296733   0.76420277 -0.00652962],[ 0.63065147  0.76891088 -0.00348935],[ 0.63125378  0.77015519 -0.00111535],[6.05243444e-01 6.96149588e-01 9.43596845e-08],[0.6218347  0.70436722 0.00290006],[0.63118619 0.71899146 0.00272209],[0.63600326 0.73298901 0.00173992],[6.37590826e-01 7.44732380e-01 6.20296283e-04],[ 6.32379591e-01  7.18696952e-01 -1.38259464e-04],[ 0.64189923  0.73225337 -0.00248741],[ 0.64734375  0.74221969 -0.00443438],[ 0.65123391  0.75109619 -0.00572856],[ 0.62844688  0.72404128 -0.00305467],[ 0.63556331  0.73979098 -0.00494033],[ 0.64035642  0.7511583  -0.00673483],[ 0.64390767  0.76070195 -0.00815227],[ 0.62254941  0.72923541 -0.00567605],[ 0.62907112  0.74451423 -0.00695967],[ 0.63402766  0.75577176 -0.00789732],[ 0.63771069  0.7648105  -0.00870407],[ 0.6159724   0.73404014 -0.00803414],[ 0.6218611   0.7465384  -0.00824683],[ 0.62574053  0.75494128 -0.00790877],[ 0.62892902  0.76182985 -0.00777549]
[6.19935513e-01 7.01801836e-01 9.28733783e-08],[0.63549143 0.70798212 0.003135  ],[0.64486688 0.72059488 0.003188  ],[0.65083289 0.73278159 0.00259795],[0.65358448 0.74350774 0.00192368],[ 6.45587087e-01  7.21445858e-01 -4.12990164e-04],[ 0.65434378  0.73601717 -0.00224306],[ 0.65917414  0.74606138 -0.00364578],[ 0.66244555  0.75407475 -0.00443241],[ 0.64237982  0.72704923 -0.00286614],[ 0.64884871  0.74399912 -0.00380059],[ 0.6530863   0.75445843 -0.00476454],[ 0.65595275  0.76250136 -0.0055464 ],[ 0.63739961  0.73283523 -0.00487714],[ 0.64278162  0.74914473 -0.00506117],[ 0.64712042  0.75887388 -0.00507508],[ 0.65033096  0.76626641 -0.00530207],[ 0.6316613   0.7377215  -0.00658803],[ 0.63649982  0.75090504 -0.00581997],[ 0.6398688   0.75829917 -0.00468866],[ 0.64254814  0.76365525 -0.00392486]
