[0.69239962 0.26777995 0.10411604],[0.69053149 0.25439647 0.05942971],[0.68812484 0.253059   0.05947564],[0.68519652 0.25133973 0.05942114],[0.69882399 0.25688478 0.06557994],[0.69742656 0.25691828 0.06563523],[0.69227803 0.26000622 0.06552846],[ 0.68056691  0.25915787 -0.07895346],[ 0.688411    0.26456332 -0.05358149],[0.68547547 0.27820021 0.06355937],[0.69241452 0.27882445 0.07059121],[ 0.63301736  0.3313202  -0.12648717],[ 0.70812523  0.34774292 -0.07442955],[ 0.57575345  0.36933085 -0.00883712],[ 0.68071651  0.35250059 -0.09387168],[0.59672368 0.3387453  0.19925705],[ 0.68582135  0.29320353 -0.12305621],[0.59608132 0.33105674 0.21662903],[ 0.67686313  0.27011549 -0.12775075],[0.60606772 0.32664591 0.20549364],[ 0.66925943  0.26742616 -0.12951227],[0.60929954 0.33073479 0.20230241],[ 0.66830254  0.27186263 -0.1234007 ],[ 0.60820454  0.58623254 -0.01907739],[0.64045787 0.60350698 0.01892591],[0.58360833 0.72991937 0.13253871],[0.60072708 0.74435019 0.1828569 ],[0.5635221  0.87426573 0.24740657],[0.57343853 0.87164968 0.28947508],[0.55115592 0.89344275 0.25804883],[0.56686008 0.89467537 0.30887017],[0.54568303 0.87888908 0.22980317],[0.55354613 0.88267142 0.30763862]
[ 0.72801721  0.28615525 -0.29829594],[ 0.72669083  0.26531622 -0.28211892],[ 0.72703302  0.26480046 -0.28208831],[ 0.72733986  0.26432896 -0.28204244],[ 0.71982634  0.26497158 -0.30936033],[ 0.71494645  0.26440364 -0.30946237],[ 0.70904809  0.26380444 -0.3094919 ],[ 0.70722735  0.26686254 -0.18483606],[ 0.68326437  0.2672998  -0.30250078],[ 0.72229588  0.30593672 -0.25327823],[ 0.713736    0.30484548 -0.2895647 ],[ 0.72125733  0.36844939 -0.09225692],[ 0.6002562   0.36023477 -0.24475804],[0.6980018  0.46996248 0.09908629],[ 0.51274729  0.43408951 -0.08571478],[0.64978081 0.47564703 0.20083928],[0.51208931 0.40671971 0.13752657],[0.63194692 0.48454991 0.21640131],[0.50880033 0.39302656 0.1640311 ],[0.63526046 0.47011939 0.19725123],[0.52131569 0.37530532 0.15723363],[0.63772327 0.46664906 0.19699621],[0.52544761 0.38143736 0.14265457],[0.64244694 0.63275182 0.05576443],[ 0.58063257  0.61906105 -0.0557294 ],[0.61108768 0.77433437 0.28224969],[0.54773623 0.77198482 0.10640077],[0.58545333 0.86455613 0.57230592],[0.51370013 0.90608293 0.36249235],[0.57188332 0.88081723 0.59890181],[0.5109154  0.91636235 0.38543504],[0.61127913 0.93193913 0.53950924],[0.52661932 0.97957391 0.27730083]
[ 0.72814327  0.28556079 -0.30376172],[ 0.72655165  0.26469678 -0.2888009 ],[ 0.72688377  0.2641502  -0.28874683],[ 0.72717315  0.26366502 -0.28867745],[ 0.71979636  0.26443449 -0.31401217],[ 0.71494251  0.26387182 -0.31412223],[ 0.70912766  0.26330295 -0.3141548 ],[ 0.7069236   0.26634923 -0.19110647],[ 0.68329096  0.26698866 -0.30410275],[ 0.72240341  0.30538481 -0.26146802],[ 0.71397901  0.30435881 -0.29464573],[ 0.72096717  0.36820328 -0.09408943],[ 0.59966171  0.36023375 -0.24338874],[0.69947374 0.46898848 0.10176106],[ 0.50879967  0.44005802 -0.08630465],[0.65276235 0.47562295 0.21626838],[0.51300132 0.39090556 0.13002641],[0.63670915 0.48467025 0.238416  ],[0.51364338 0.37301865 0.1562725 ],[0.63940102 0.47186491 0.22485574],[0.52427286 0.35813588 0.15444876],[0.64130181 0.46845204 0.21474829],[0.52813619 0.36344174 0.13738738],[0.64255124 0.63338691 0.05575128],[ 0.5808993   0.61934894 -0.05573532],[0.61109936 0.77431881 0.28599319],[0.54778016 0.77200669 0.10616638],[0.58534765 0.86457658 0.5991351 ],[0.51369506 0.90604889 0.35771933],[0.5718317  0.88082713 0.62852323],[0.51083082 0.91608167 0.38017756],[0.61128962 0.93191934 0.57198501],[0.52943146 0.98390222 0.27128986]
[ 0.72838819  0.28452203 -0.30795348],[ 0.72658998  0.26354069 -0.29550955],[ 0.72690362  0.26292163 -0.29544315],[ 0.7271648   0.26238373 -0.29535505],[ 0.71997344  0.26348898 -0.3207635 ],[ 0.71514016  0.26298776 -0.32088581],[ 0.70936477  0.26253691 -0.32092351],[ 0.70677185  0.26504797 -0.20169029],[ 0.68321741  0.26659715 -0.31755275],[ 0.72274655  0.30410999 -0.26835483],[ 0.71436036  0.30335644 -0.30154386],[ 0.72079533  0.36779591 -0.10062661],[ 0.59933114  0.36039332 -0.25602165],[0.69922054 0.47278231 0.09208794],[ 0.50662148  0.44224375 -0.09651089],[0.64581293 0.50361991 0.18196231],[0.5125404  0.38546222 0.12584077],[0.63004172 0.51790863 0.20095015],[0.51374257 0.36568117 0.15421784],[0.6327675  0.50659978 0.18793653],[0.52365696 0.35397246 0.15172715],[0.63412941 0.50022811 0.17974804],[0.5266903  0.35837916 0.13333008],[0.64274913 0.63338667 0.05673912],[ 0.58108383  0.61953187 -0.05675498],[0.61109585 0.77379793 0.3023054 ],[0.54774702 0.77233887 0.10436849],[0.58534944 0.86450946 0.5943898 ],[0.51368749 0.90573412 0.35030276],[0.57191581 0.88073695 0.62122095],[0.51083982 0.91485566 0.37166885],[0.61163753 0.93178862 0.56307369],[0.53165209 0.98519748 0.26082534]
[ 0.72860956  0.28251702 -0.30939746],[ 0.72644901  0.26151636 -0.29737929],[ 0.72673267  0.26091069 -0.29731414],[ 0.72696501  0.26038539 -0.29722238],[ 0.72000986  0.26166669 -0.32331967],[ 0.71523595  0.26122358 -0.32343441],[ 0.70957941  0.26094526 -0.32347065],[ 0.70668054  0.26349381 -0.20227535],[ 0.68328315  0.26578206 -0.32214466],[ 0.72307158  0.30193561 -0.26998448],[ 0.71495736  0.30143484 -0.3040289 ],[ 0.72062176  0.366041   -0.09991942],[ 0.59909046  0.36024711 -0.26364127],[0.6988728  0.47241491 0.09657101],[ 0.50346547  0.44386297 -0.120082  ],[0.64930552 0.51817483 0.17734885],[0.51191586 0.37927848 0.07722281],[0.63540626 0.5354318  0.19568589],[0.51199591 0.35420737 0.09845395],[0.6371299  0.52450633 0.17945352],[0.52189511 0.34477705 0.09790824],[0.63793087 0.51719004 0.17344563],[0.52525878 0.35214153 0.08455335],[0.6426791  0.63328773 0.0617251 ],[ 0.58126158  0.61955535 -0.061782  ],[0.6109767  0.77376539 0.30723009],[0.54772264 0.77327526 0.10510558],[0.58535707 0.86450964 0.59846038],[0.51378399 0.905698   0.35755846],[0.57194668 0.88072985 0.62503135],[0.5108155  0.91447026 0.38022763],[0.61169755 0.9318167  0.56498986],[0.53490198 0.98495412 0.26846734]
[ 0.7283926   0.28132188 -0.32003284],[ 0.72630525  0.26028067 -0.30601162],[ 0.72657615  0.25973126 -0.30594727],[ 0.72680962  0.25927153 -0.30586588],[ 0.71983755  0.26054823 -0.33058459],[ 0.71510643  0.26013586 -0.33069593],[ 0.70939499  0.25996071 -0.33071211],[ 0.70654762  0.26286367 -0.20392272],[ 0.68309826  0.26511109 -0.31982589],[ 0.72296441  0.30081463 -0.27850288],[ 0.71477175  0.30040598 -0.31061646],[ 0.72007799  0.36472243 -0.09755986],[ 0.59889966  0.36032334 -0.25835058],[0.69866925 0.4715924  0.11609672],[ 0.50099301  0.44671774 -0.11696513],[0.66547644 0.50223732 0.21367452],[0.51120734 0.37816045 0.06295086],[0.65483105 0.51473868 0.23616037],[0.51067013 0.352366   0.08143271],[0.65649045 0.50418025 0.21790072],[0.52079594 0.34268248 0.08057632],[0.65650666 0.49949738 0.20946229],[0.52432632 0.35073584 0.06969339],[0.64263123 0.63321567 0.06255349],[ 0.58135456  0.61971879 -0.06263131],[0.61091143 0.77374667 0.30129895],[0.54769129 0.77342236 0.11402652],[0.58540374 0.86429209 0.60060674],[0.51412284 0.90439397 0.38733894],[0.57198536 0.88006723 0.6283983 ],[0.51077855 0.91288215 0.41274565],[0.61186957 0.93181354 0.57129252],[0.53811347 0.98450583 0.3059766 ]
[ 0.72824156  0.2793043  -0.32044587],[ 0.72623122  0.25859493 -0.30634898],[ 0.72650784  0.25805098 -0.30628291],[ 0.72675467  0.25758362 -0.30620661],[ 0.71978694  0.25904471 -0.33112925],[ 0.71505862  0.2587181  -0.33124137],[ 0.70929134  0.2586799  -0.33125082],[ 0.70650512  0.26183015 -0.20376877],[ 0.68296802  0.2643289  -0.31938857],[ 0.72284651  0.29870793 -0.27891228],[ 0.71463341  0.29846203 -0.311268  ],[ 0.71906883  0.36401099 -0.09280641],[ 0.59875351  0.35986885 -0.25782114],[0.69826204 0.46837187 0.13415444],[ 0.4997991   0.44750682 -0.12075625],[0.67011899 0.49580973 0.24583749],[0.51369053 0.37117794 0.06025081],[0.66142249 0.50589615 0.27032608],[0.51524591 0.34519899 0.07843743],[0.66364092 0.49620152 0.25117049],[0.52610552 0.33679235 0.07980601],[0.66300374 0.49249136 0.24141876],[0.5285427  0.34440088 0.06808351],[0.64257795 0.63319188 0.06267698],[ 0.58135957  0.61989039 -0.06276471],[0.61090577 0.77383149 0.29957312],[0.54766643 0.77352828 0.12076392],[0.58540386 0.8642903  0.60601443],[0.51415753 0.90352243 0.40532956],[0.57199603 0.88006604 0.63448822],[0.51078165 0.91150731 0.43200427],[0.61187863 0.93181533 0.57614338],[0.53764307 0.9843536  0.32591802]
[ 0.7279194   0.27903336 -0.32463753],[ 0.72600567  0.25823691 -0.31064534],[ 0.72639322  0.25767204 -0.31056923],[ 0.72673351  0.25719175 -0.31045717],[ 0.71936971  0.25877205 -0.33643863],[ 0.7143575   0.2584562  -0.33653125],[ 0.70863235  0.25842711 -0.33655038],[ 0.70641094  0.26129621 -0.20458238],[ 0.68240744  0.26390448 -0.32434532],[ 0.7226311   0.29847822 -0.28147984],[ 0.7141878   0.29823485 -0.31531641],[ 0.71792287  0.36118194 -0.08723145],[ 0.59867853  0.35975367 -0.26134318],[0.69666368 0.46834838 0.13488036],[ 0.49824685  0.44801438 -0.12562747],[0.66757399 0.52188009 0.23507051],[0.51377535 0.37034711 0.05899619],[0.65896332 0.53860164 0.2577019 ],[0.51544583 0.3436408  0.08023035],[0.66105092 0.53309423 0.24055915],[0.5260396  0.33555904 0.08025735],[0.65987277 0.52658486 0.23154619],[0.52845693 0.34263352 0.06674313],[0.64254028 0.63280922 0.06501608],[ 0.58174664  0.61996728 -0.06510982],[0.61088431 0.77355057 0.31887668],[0.54764712 0.77367657 0.12766995],[0.58534729 0.86434585 0.60354525],[0.51416153 0.90340936 0.39669126],[0.57187742 0.88047904 0.62984639],[0.51075488 0.91142768 0.42162889],[0.61193311 0.93187821 0.57378244],[0.53866631 0.9836024  0.31795633]
[ 0.72718859  0.27813333 -0.33310676],[ 0.72540432  0.2575213  -0.31829149],[ 0.72593683  0.25700468 -0.31822321],[ 0.72643995  0.2565833  -0.31811947],[ 0.71844512  0.25793153 -0.34381545],[ 0.7131747   0.25757691 -0.34392551],[ 0.70746285  0.25751308 -0.3439433 ],[ 0.70635998  0.26061162 -0.20798235],[ 0.68141079  0.26298338 -0.32702652],[ 0.72233665  0.29762208 -0.28833932],[ 0.71337974  0.29725456 -0.32194752],[ 0.71790969  0.36053324 -0.08849731],[ 0.59842342  0.35979477 -0.26183811],[0.69494826 0.46860394 0.1045809 ],[ 0.49793702  0.44941434 -0.13531673],[0.66493833 0.54881847 0.14921734],[0.51491737 0.36992687 0.02500771],[0.65549338 0.57050604 0.16531584],[0.51596177 0.34273589 0.04218036],[0.65710294 0.56476974 0.14538535],[0.52619845 0.33488175 0.04095158],[0.6562742  0.55562532 0.14294328],[0.52883255 0.34216216 0.03156865],[0.64269209 0.63274109 0.06496802],[ 0.58199292  0.62002075 -0.06510211],[0.61079001 0.77326673 0.31091839],[0.54770696 0.77367365 0.12309325],[0.58533025 0.86438817 0.59911788],[0.51424271 0.90338206 0.38942224],[0.57187045 0.88064295 0.62706077],[0.51074904 0.91142809 0.4138864 ],[0.61201608 0.93192559 0.56989145],[0.53926331 0.98343092 0.30688295]
[ 0.72524732  0.27679479 -0.33849531],[ 0.72413146  0.25645235 -0.32155785],[ 0.72488719  0.25605837 -0.32149825],[ 0.72566468  0.25576088 -0.32139102],[ 0.71639651  0.25646892 -0.34655404],[ 0.71103942  0.2560409  -0.3466633 ],[ 0.70538557  0.25584209 -0.34670642],[ 0.70631021  0.25969943 -0.20713809],[ 0.67935616  0.26112276 -0.32671326],[ 0.72067958  0.29663035 -0.29090193],[ 0.71086246  0.2960805  -0.32389358],[ 0.71790248  0.36055049 -0.08842846],[ 0.59757257  0.35931307 -0.26104331],[0.69345582 0.47232172 0.06519219],[ 0.49667868  0.44885138 -0.16009544],[0.66251564 0.56006563 0.0533784 ],[ 0.51467431  0.36271465 -0.04491881],[0.65287364 0.58588994 0.05913091],[ 0.51619184  0.33885729 -0.03741396],[0.65488726 0.58783609 0.03854378],[ 0.52684903  0.32969493 -0.03669137],[0.65526766 0.57717246 0.04518112],[ 0.52988988  0.33825859 -0.03896498],[0.64268267 0.63270116 0.06456999],[ 0.58194554  0.62029904 -0.06468496],[0.61062205 0.77236342 0.3046194 ],[0.54793561 0.77292931 0.12076204],[0.58531082 0.8639909  0.58563155],[0.51477635 0.90301067 0.38752139],[0.57187194 0.88027191 0.61085528],[0.5115903  0.91123796 0.4114956 ],[0.61193931 0.93185383 0.54301214],[0.5390197  0.98324096 0.29979172]
[ 0.72158641  0.27541301 -0.35697499],[ 0.72066987  0.25526178 -0.33856612],[ 0.72177368  0.25489289 -0.33851486],[ 0.72295523  0.25460762 -0.3384214 ],[ 0.7118336   0.25550455 -0.36120594],[ 0.70649958  0.25528386 -0.36131847],[ 0.70078492  0.25525621 -0.36136878],[ 0.70567226  0.25866646 -0.21326797],[ 0.67405754  0.26087388 -0.32500893],[ 0.71830082  0.2956787  -0.30696481],[ 0.70738178  0.29516602 -0.33695301],[ 0.71803665  0.35947582 -0.09146462],[ 0.59748131  0.35928133 -0.25367427],[0.69350761 0.47208482 0.06779122],[ 0.49674296  0.44847375 -0.14275166],[0.66261148 0.55847919 0.07375325],[ 0.5147776   0.35989639 -0.01539882],[0.65435654 0.58256668 0.08242156],[ 0.51601726  0.33464092 -0.00462756],[0.65494233 0.57924044 0.06059968],[ 0.52651328  0.32784128 -0.00668189],[0.65405136 0.56939632 0.06568073],[ 0.52946198  0.33748648 -0.01034409],[0.64266402 0.63155216 0.06386474],[ 0.58194017  0.61994117 -0.06403604],[0.6104852  0.77157056 0.28744215],[0.54793411 0.77240348 0.11182171],[0.5852834  0.86405182 0.56853092],[0.51481992 0.90310121 0.37644932],[0.57187241 0.88039172 0.59285629],[0.51179427 0.91139579 0.40014905],[0.61192685 0.93193465 0.52006757],[0.53867567 0.98319632 0.28014058]
[ 0.71890324  0.27542967 -0.35266185],[ 0.71809888  0.25514612 -0.33485276],[ 0.7194891   0.25476247 -0.33480796],[ 0.72095799  0.25447106 -0.33471671],[ 0.70857877  0.25548586 -0.35650855],[ 0.70303667  0.25530627 -0.35661939],[ 0.69704688  0.2552861  -0.35667324],[ 0.7050935   0.25846633 -0.21136013],[ 0.67004752  0.26090091 -0.31315941],[ 0.7162773   0.29580843 -0.30322403],[ 0.70481062  0.29527554 -0.3322193 ],[ 0.71855861  0.35949966 -0.09123164],[ 0.59744632  0.35944131 -0.23743276],[0.6934942  0.47326481 0.06417124],[ 0.49636549  0.44801742 -0.13473573],[0.65896606 0.56219095 0.06264989],[ 0.51383102  0.35929909 -0.01883687],[0.65108234 0.58921951 0.06905861],[ 0.51568973  0.33390829 -0.00980311],[0.65214902 0.58764952 0.04833344],[ 0.52639484  0.3275983  -0.0125307 ],[0.64968842 0.57670528 0.05480067],[ 0.52927125  0.33679676 -0.01450586],[0.64265573 0.63152367 0.06222054],[ 0.58192515  0.61994153 -0.06242556],[0.61034358 0.77125901 0.27145046],[0.54783338 0.7724666  0.10429901],[0.58528596 0.86403257 0.55699283],[0.51514179 0.90314555 0.36679149],[0.57191527 0.88021249 0.5817489 ],[0.51276636 0.91133237 0.39048934],[0.61187494 0.9319371  0.51036292],[0.5386194  0.98330426 0.27059749]
[ 0.7180956   0.27521661 -0.35273743],[ 0.717197    0.25475633 -0.33508357],[ 0.71859634  0.2543408  -0.33503115],[ 0.72009444  0.25402221 -0.33493835],[ 0.70768487  0.25527796 -0.35691029],[ 0.70218372  0.25518247 -0.3570295 ],[ 0.69617337  0.25521827 -0.35708308],[ 0.70458668  0.2581051  -0.21158095],[ 0.6691907   0.26092368 -0.31340733],[ 0.71566123  0.29580528 -0.30367112],[ 0.70431376  0.29532164 -0.33270881],[ 0.71864766  0.35927802 -0.09085045],[ 0.59728456  0.35981271 -0.23889799],[0.69138831 0.47336218 0.07394088],[ 0.49574748  0.44741207 -0.13123754],[0.65742767 0.56255233 0.10211931],[0.51289016 0.35592026 0.00983895],[0.6507619  0.58724952 0.11390903],[0.51536393 0.33114779 0.02387518],[0.65071881 0.58405429 0.09379862],[0.52620488 0.32569048 0.02135104],[0.6473611  0.57358807 0.09520756],[0.52913105 0.33472648 0.01508111],[0.64258075 0.63151324 0.06219728],[ 0.5818674   0.62005538 -0.06240191],[0.61013526 0.77164572 0.27570194],[0.54727626 0.77278489 0.10384661],[0.58527821 0.86407125 0.56054848],[0.51500607 0.90340501 0.3670612 ],[0.57192874 0.88021785 0.58563691],[0.51275402 0.91133696 0.39110395],[0.61184317 0.93217152 0.51935655],[0.52275431 0.97603989 0.27268761]
[ 0.71702307  0.27549264 -0.35979715],[ 0.71629912  0.25500754 -0.34170777],[ 0.71783412  0.25456244 -0.34164521],[ 0.71947503  0.25421232 -0.34155846],[ 0.70642531  0.25563893 -0.3628515 ],[ 0.70075655  0.25560302 -0.36298138],[ 0.6945948   0.2556245  -0.36302525],[ 0.70413888  0.25827545 -0.21536227],[ 0.6679824   0.26146504 -0.31397089],[ 0.71465188  0.29680777 -0.30979019],[ 0.70295769  0.29609078 -0.33786303],[ 0.71866     0.35933125 -0.09087841],[ 0.59721905  0.3605895  -0.23831968],[0.69055557 0.47351325 0.09002528],[ 0.4952763   0.44670919 -0.12001193],[0.65744352 0.55750257 0.13892591],[0.51279294 0.35095349 0.01912164],[0.65067244 0.58039278 0.15626964],[0.51479483 0.32475293 0.03599092],[0.6506964  0.57651615 0.13487746],[0.52608097 0.32063743 0.03282516],[0.6474247  0.56693619 0.13193569],[0.52897173 0.33002421 0.02420944],[0.64253497 0.63152814 0.06198806],[ 0.58178943  0.62031728 -0.0622031 ],[0.61006397 0.77180791 0.27590102],[0.54654521 0.77327305 0.10413712],[0.58534861 0.86351603 0.56860268],[0.51501155 0.90340048 0.3728689 ],[0.5720818  0.879094   0.59609789],[0.51282275 0.91125053 0.39793402],[0.61176074 0.93216896 0.53240561],[0.5280329  0.97702354 0.28119823]
[ 0.71687788  0.2755453  -0.3688657 ],[ 0.71609539  0.25508133 -0.35082206],[ 0.71769297  0.25462836 -0.35074824],[ 0.71939301  0.25426301 -0.35066503],[ 0.70603579  0.25566751 -0.37146696],[ 0.70025361  0.25565878 -0.37160569],[ 0.69397247  0.25572637 -0.37163469],[ 0.7040506   0.25828609 -0.22393385],[ 0.66722077  0.26170608 -0.31953177],[ 0.7146554   0.2969943  -0.31866819],[ 0.70290732  0.29636425 -0.34597689],[ 0.71873295  0.35903111 -0.09461416],[ 0.59696645  0.36120257 -0.2391015 ],[0.69071466 0.47220558 0.10436187],[ 0.49499875  0.44615391 -0.10222825],[0.65744042 0.55351865 0.18074703],[0.51195943 0.34884176 0.06871396],[0.65040922 0.57574946 0.20260945],[0.51416755 0.32266873 0.09198748],[0.65060925 0.57109106 0.18239778],[0.52597767 0.31809548 0.08818556],[0.64746368 0.56189823 0.17526244],[0.52885181 0.32674661 0.07463162],[0.64251858 0.63150084 0.06166186],[ 0.58177775  0.62047386 -0.06188477],[0.61004692 0.77193522 0.27742225],[0.54611933 0.77330101 0.10526367],[0.58536661 0.86353093 0.56959534],[0.51503599 0.9033922  0.37369248],[0.57212681 0.87910181 0.59668869],[0.51282883 0.91126758 0.39870122],[0.61175573 0.93257105 0.53433871],[0.53183645 0.97736341 0.28497711]
[ 0.71691209  0.27823359 -0.37354082],[ 0.71626318  0.25747946 -0.35614887],[ 0.71780741  0.25702509 -0.35608417],[ 0.71941459  0.25659436 -0.35601211],[ 0.70625091  0.25786522 -0.37694877],[ 0.70045388  0.2576789  -0.37708074],[ 0.69410861  0.25758061 -0.37710327],[ 0.70415092  0.25941452 -0.22727183],[ 0.66751271  0.26264811 -0.32347804],[ 0.71451181  0.29967996 -0.32187349],[ 0.70263588  0.29854026 -0.34934756],[ 0.72013509  0.35912603 -0.09493249],[ 0.59596896  0.36119527 -0.23871478],[0.69509578 0.47125405 0.11865588],[ 0.49461585  0.44587237 -0.10414368],[0.6674946  0.5414111  0.19471328],[0.51053387 0.34867173 0.04053223],[0.65895659 0.55998325 0.21601376],[0.5123111  0.3220064  0.05740409],[0.66001457 0.55250603 0.19411707],[0.52408189 0.31659925 0.053021  ],[0.6579386  0.54515821 0.18878791],[0.52711546 0.32562134 0.04535246],[0.64268523 0.63136315 0.05834158],[ 0.58177483  0.62046266 -0.05850957],[0.61004043 0.77202839 0.26578891],[0.54607463 0.7732361  0.10495827],[0.58536446 0.8636964  0.56824315],[0.51553667 0.90168393 0.37653857],[0.5721578  0.87910038 0.59566349],[0.51363361 0.91002142 0.40226689],[0.61146915 0.93332213 0.53194684],[0.52206737 0.96988386 0.29020688]
[ 0.71698773  0.27884293 -0.36640549],[ 0.71653163  0.25815275 -0.34948066],[ 0.71814722  0.25764856 -0.34941646],[ 0.71989548  0.2571573  -0.34933767],[ 0.70648134  0.25872153 -0.37092769],[ 0.70078564  0.25860688 -0.37105611],[ 0.69463485  0.25857794 -0.37108365],[ 0.70476639  0.25996903 -0.22488399],[ 0.66898769  0.26357242 -0.3233158 ],[ 0.71471751  0.30017087 -0.31646061],[ 0.70281184  0.29895863 -0.34485054],[ 0.72106504  0.35916537 -0.09524579],[ 0.59595853  0.36120108 -0.24056855],[0.69535071 0.47093046 0.11508813],[ 0.49479809  0.44572476 -0.13096087],[0.66867936 0.54067779 0.18147463],[ 0.50833011  0.35001454 -0.0089494 ],[0.66038996 0.55910683 0.20005742],[0.51019108 0.32359803 0.0029904 ],[0.66144061 0.55168062 0.18037935],[ 0.52104831  0.31693113 -0.0015759 ],[0.65937144 0.54437816 0.1760285 ],[ 0.52450287  0.3254852  -0.00512349],[0.64272195 0.63098925 0.05698342],[ 0.58176738  0.61996859 -0.05716214],[0.61005968 0.77202916 0.2611908 ],[0.54609263 0.77241778 0.10485742],[0.5853945  0.86370933 0.56651372],[0.51579499 0.90048343 0.38063771],[0.57223022 0.87907726 0.59390014],[0.51420206 0.90889049 0.40683156],[0.61144996 0.93347651 0.52969229],[0.51724166 0.96577114 0.29703066]
[ 0.71753162  0.27938059 -0.36297411],[ 0.71721029  0.25890741 -0.34603   ],[ 0.71888244  0.25835311 -0.34596822],[ 0.72074592  0.25778839 -0.34588715],[ 0.70716453  0.25964716 -0.36788124],[ 0.7014606   0.25961208 -0.36800724],[ 0.69527972  0.25972596 -0.36803445],[ 0.70571864  0.26060259 -0.22442777],[ 0.67043579  0.26512766 -0.32102427],[ 0.71544111  0.30075806 -0.31369215],[ 0.70346695  0.2995761  -0.34272507],[ 0.72209799  0.35932529 -0.09831239],[ 0.59641939  0.36123604 -0.2422508 ],[0.69530076 0.47208372 0.05171321],[ 0.4959988   0.44576082 -0.19865665],[0.66143191 0.55570751 0.05046497],[ 0.50655669  0.35119501 -0.16437925],[0.65143627 0.5801     0.0557808 ],[ 0.5087111   0.32473698 -0.16776606],[0.65086806 0.57247376 0.03622774],[ 0.51897955  0.31696033 -0.17054515],[0.6491459  0.56240177 0.04329294],[ 0.52146429  0.32613167 -0.16269006],[0.64276975 0.63063055 0.05705357],[ 0.58177859  0.6194551  -0.05722985],[0.61004245 0.77205539 0.263482  ],[0.54602998 0.77243102 0.10284515],[0.58533263 0.86389834 0.55504644],[0.51580888 0.90034968 0.37136441],[0.57210451 0.87929547 0.58006305],[0.51423174 0.9086377  0.39634207],[0.61127442 0.93368942 0.51099795],[0.51659703 0.96540558 0.28369105]
[ 0.71854782  0.28123662 -0.36309102],[ 0.71796101  0.2603974  -0.34640259],[ 0.71940196  0.2597802  -0.34635475],[ 0.72103858  0.25908971 -0.34626859],[ 0.70864457  0.2611312  -0.36862832],[ 0.70319915  0.26098666 -0.3687461 ],[ 0.69734466  0.26100749 -0.36879051],[ 0.70566368  0.26141688 -0.22368117],[ 0.67286646  0.26592806 -0.32505617],[ 0.71592939  0.30206698 -0.3135733 ],[ 0.70476651  0.30065808 -0.34299773],[ 0.72313178  0.36007509 -0.10460466],[ 0.59666389  0.36123067 -0.2481401 ],[0.69707614 0.47320712 0.04096136],[ 0.49900621  0.44714698 -0.18003517],[0.66187972 0.56529838 0.02712194],[ 0.50656092  0.35697457 -0.10673723],[0.65187395 0.59062195 0.03085398],[ 0.50799155  0.32710654 -0.10463555],[0.65094531 0.58399469 0.0089378 ],[ 0.5179652   0.31744188 -0.10983539],[0.64922035 0.57331294 0.01888795],[ 0.52135289  0.32672888 -0.1048639 ],[0.64303207 0.63020575 0.05700333],[ 0.5819822   0.61887968 -0.057182  ],[0.61010849 0.77179623 0.2646935 ],[0.54604262 0.77210683 0.10199082],[0.58511603 0.86451209 0.5494982 ],[0.51578671 0.90047479 0.35697681],[0.57185328 0.88022888 0.57322013],[0.51419675 0.90867269 0.37992603],[0.6110751  0.93402982 0.50183862],[0.51691526 0.96629614 0.26486659]
[ 0.72239935  0.28290477 -0.35661313],[ 0.72110718  0.26155567 -0.34006265],[ 0.72209477  0.26081946 -0.34003294],[ 0.72313881  0.26000616 -0.33994663],[ 0.71302855  0.26236942 -0.36506772],[ 0.70768464  0.26214629 -0.36517671],[ 0.70198643  0.26205727 -0.36523578],[ 0.70578772  0.26171407 -0.21968612],[ 0.67695558  0.26652318 -0.32688034],[ 0.71858811  0.30311471 -0.30810291],[ 0.70829451  0.3016265  -0.34082448],[ 0.72377533  0.36015987 -0.10587349],[ 0.59748542  0.36112362 -0.25792268],[0.69876254 0.47320864 0.03578287],[ 0.50133824  0.44837385 -0.20945886],[0.66593516 0.56601161 0.0211102 ],[ 0.50730789  0.35709479 -0.15977317],[0.6569525  0.59050488 0.02462382],[ 0.50787914  0.32683325 -0.1630507 ],[0.65558767 0.58453304 0.00300876],[ 0.51788491  0.31440237 -0.16767207],[0.6536867  0.57445145 0.0124748 ],[ 0.52118653  0.32502702 -0.15879801],[0.64317542 0.6300202  0.05695247],[ 0.58205366  0.6184485  -0.05713368],[0.61027336 0.77176446 0.27284783],[0.54607183 0.77209777 0.10295655],[0.58513951 0.86502999 0.5527097 ],[0.5158034  0.90064681 0.35762379],[0.57197601 0.88074511 0.57663834],[0.51420003 0.90886098 0.38052255],[0.61099297 0.93410951 0.50677443],[0.51688528 0.96666473 0.26631612]
