[0.63454217 0.31464159 0.11156805],[0.63494718 0.29819551 0.06567793],[0.63126713 0.29735896 0.06565371],[0.6247021  0.29552284 0.06553115],[0.64515799 0.30108669 0.08058052],[0.64722437 0.30170158 0.08060566],[0.64838547 0.30197081 0.08050822],[ 0.6203019   0.30173579 -0.09040716],[ 0.65098798  0.30788982 -0.01868311],[0.62862355 0.32829836 0.06551363],[0.63920569 0.33261403 0.08477616],[ 0.574368    0.37994394 -0.12876466],[ 0.69538796  0.41208592 -0.0298821 ],[ 0.55301899  0.4000923  -0.01792645],[0.70381248 0.42335469 0.08301356],[0.57554251 0.3548291  0.09242672],[0.78705353 0.40044269 0.19275326],[0.57477868 0.34722272 0.08436523],[0.8043009  0.42286783 0.19636187],[0.5825724  0.34209904 0.07559459],[0.78571868 0.44123504 0.18523958],[0.58436406 0.3476586  0.0944204 ],[0.77816808 0.40338379 0.19186158],[ 0.55173874  0.66116148 -0.06036551],[0.62379801 0.67052954 0.0598781 ],[0.55584699 0.82397151 0.12827809],[0.60829175 0.7873925  0.31088883],[0.53729922 0.9351685  0.22419879],[0.58267921 0.87134087 0.51926208],[0.54766929 0.95962256 0.23620203],[0.57980281 0.89375591 0.54479492],[0.5136224  0.94877267 0.20652476],[0.55898362 0.89154357 0.56196666]
[ 0.71545994  0.31712189 -0.22206342],[ 0.71390682  0.29586071 -0.19206068],[ 0.71443826  0.29513571 -0.19206475],[ 0.71478927  0.29438871 -0.19214535],[ 0.70688617  0.29635048 -0.22429803],[ 0.70232338  0.29608059 -0.22432828],[ 0.69671345  0.29577243 -0.22434397],[ 0.69858104  0.29462683 -0.0440989 ],[ 0.67295444  0.29927757 -0.1891119 ],[ 0.71253347  0.33551183 -0.16453013],[ 0.70379829  0.33449754 -0.20621637],[0.68182963 0.38142464 0.12506858],[ 0.62007636  0.38547447 -0.23587239],[0.66049987 0.48874167 0.43619934],[ 0.54862094  0.42208833 -0.47463861],[0.67240429 0.49421424 0.6588667 ],[ 0.59476978  0.35174266 -0.69318217],[0.67321169 0.50855976 0.71557653],[ 0.60300481  0.32178524 -0.74189061],[0.67460191 0.4986017  0.70067996],[ 0.60734791  0.31650797 -0.7273525 ],[0.67446852 0.49739423 0.660438  ],[ 0.60658127  0.3266795  -0.69045371],[0.59694946 0.65192479 0.12549087],[ 0.58150649  0.65335208 -0.12579194],[0.54552877 0.80908334 0.28205973],[ 0.58879989  0.84760147 -0.12736826],[0.49019256 0.95185339 0.48916626],[ 0.56467175  0.98365617 -0.06842329],[0.46595955 0.95993233 0.50634968],[ 0.54081273  1.03297007 -0.06222885],[0.53085577 0.98673993 0.46573204],[ 0.61604106  1.07703316 -0.14855382]
[ 0.7200681   0.32242006 -0.27151221],[ 0.71926552  0.29986858 -0.24360457],[ 0.71994132  0.29904625 -0.24359576],[ 0.72047698  0.29822052 -0.24367443],[ 0.71167713  0.30018514 -0.27836803],[ 0.7065804   0.29971632 -0.27842197],[ 0.70026779  0.29923561 -0.27845642],[ 0.70485651  0.29863754 -0.09829602],[ 0.67541665  0.30263123 -0.25553867],[ 0.71660155  0.34095624 -0.21411285],[ 0.70709515  0.33971885 -0.25943553],[0.68879128 0.38706201 0.07270459],[ 0.62011391  0.39063305 -0.29189962],[0.6609866  0.50367486 0.4102076 ],[ 0.54922575  0.42299613 -0.52890837],[0.67065746 0.55465049 0.58076674],[ 0.59522706  0.34280714 -0.73857218],[0.67085159 0.57324219 0.632213  ],[ 0.60351622  0.30585808 -0.79288137],[0.67135072 0.56687713 0.60982883],[ 0.60820454  0.30293044 -0.77734494],[0.67093623 0.56259906 0.57861471],[ 0.60680068  0.3158876  -0.73648435],[0.60115027 0.66120523 0.12529644],[ 0.58740103  0.66467816 -0.12557814],[0.54542321 0.81242329 0.32675442],[ 0.59076655  0.85165989 -0.01137239],[0.49022371 0.95199752 0.5609237 ],[0.56741089 0.99552882 0.15119588],[0.46856993 0.96029186 0.58222485],[0.54714787 1.02635038 0.16819252],[0.53129309 0.98778206 0.54416007],[0.61780798 1.07294643 0.08946794]
[ 0.72903901  0.32096159 -0.27716202],[ 0.72674441  0.29903999 -0.25612211],[ 0.72692698  0.29830065 -0.25609243],[ 0.72695053  0.29756695 -0.25618345],[ 0.72086179  0.29956663 -0.29510874],[ 0.71653062  0.29931089 -0.29515615],[ 0.71153098  0.29909319 -0.29520166],[ 0.70885354  0.30059898 -0.12879774],[ 0.68565422  0.30444625 -0.30420616],[ 0.7254923   0.34025067 -0.22453591],[ 0.71832556  0.33962485 -0.27508378],[0.69588387 0.39306432 0.04255816],[ 0.6262489   0.39850837 -0.33273792],[0.67288703 0.48823804 0.41052514],[ 0.55006897  0.42421728 -0.59241021],[0.68668014 0.49214667 0.68050003],[ 0.59213555  0.33584884 -0.83632535],[0.68758285 0.49136516 0.74420547],[ 0.59762496  0.29979923 -0.89494717],[0.68810314 0.48100907 0.7211678 ],[ 0.60442102  0.29793802 -0.88295162],[0.68879831 0.48415995 0.68027723],[ 0.60622275  0.3112081  -0.83660573],[0.60637605 0.66951489 0.1253586 ],[ 0.59027201  0.67022383 -0.1257146 ],[0.54660773 0.81600696 0.33094689],[0.59558976 0.85285366 0.01496043],[0.49024695 0.95183837 0.56521809],[0.57210708 0.9812904  0.20858853],[0.46923381 0.96076173 0.58615637],[0.55352318 1.02278054 0.22833672],[0.53704453 0.98109406 0.53881502],[0.62011588 1.06998217 0.14535394]
[ 0.73462093  0.32543129 -0.27257073],[ 0.7319684   0.30334675 -0.25129268],[ 0.73214257  0.30253956 -0.25127438],[ 0.73219812  0.30172893 -0.25139356],[ 0.72574884  0.30434072 -0.28978157],[ 0.72118843  0.30427548 -0.2898294 ],[ 0.71584493  0.30437139 -0.28989273],[ 0.7130298   0.30532056 -0.12415002],[ 0.68994898  0.31046525 -0.29636294],[ 0.73120022  0.34582415 -0.21990295],[ 0.72392285  0.34521797 -0.26959226],[0.70402807 0.39680016 0.0501344 ],[ 0.63238597  0.40723336 -0.32405561],[0.68000799 0.48699072 0.41091794],[ 0.55186325  0.43448031 -0.58165061],[0.6896497  0.49727771 0.67154366],[ 0.5882538   0.34278086 -0.82856166],[0.69010323 0.50171679 0.73472488],[ 0.59081095  0.30060014 -0.88332367],[0.69029117 0.49226296 0.7129482 ],[ 0.6001851  0.302468  -0.8711518],[0.6908707  0.4931508  0.67162788],[ 0.60389996  0.31689951 -0.82797766],[0.61393964 0.67294365 0.12527056],[ 0.59536374  0.67036611 -0.12568823],[0.54631817 0.82778913 0.29284921],[ 0.60553706  0.85031217 -0.01283535],[0.49026918 0.95263112 0.53344542],[0.60013497 0.98152262 0.18262288],[0.47021952 0.96120763 0.55524772],[0.58634079 1.00932181 0.20367253],[0.53744906 0.98124748 0.50898004],[0.64439625 1.05152178 0.12961526]
[ 0.74211907  0.32791173 -0.293318  ],[ 0.73825949  0.3061246  -0.2716009 ],[ 0.73831689  0.30526602 -0.27159372],[ 0.73828119  0.30435172 -0.2716957 ],[ 0.7318126   0.30736297 -0.30786616],[ 0.72703505  0.3073664  -0.30794477],[ 0.72157538  0.30755156 -0.30800578],[ 0.71793282  0.30784568 -0.14483298],[ 0.6962868   0.31360701 -0.30634993],[ 0.73892307  0.34884471 -0.24101079],[ 0.73163635  0.3486754  -0.28756547],[0.71057689 0.39854199 0.01567565],[ 0.63776493  0.41821891 -0.32237026],[0.68459773 0.504498   0.31003115],[ 0.55215454  0.44612128 -0.54208696],[0.68952906 0.54543805 0.50681388],[ 0.58760089  0.34252751 -0.79706639],[0.68939483 0.55702716 0.5582673 ],[ 0.59027416  0.30226454 -0.87955505],[0.68904006 0.55017984 0.53471047],[ 0.60015404  0.30290836 -0.83299237],[0.68914163 0.54892224 0.5039922 ],[ 0.60418212  0.31656513 -0.80614108],[0.62141842 0.67772746 0.1185675 ],[ 0.60330886  0.67989773 -0.11897191],[0.54721224 0.831312   0.28366858],[0.61140507 0.8513779  0.06137176],[0.48968244 0.95272988 0.51811063],[0.60439909 0.97965324 0.30264583],[0.47015557 0.96155798 0.54300541],[0.59224647 0.99582058 0.32858166],[0.52180576 0.98323411 0.49484974],[0.64422822 1.0436275  0.26742285]
[ 0.7494809   0.33050877 -0.29251641],[ 0.74489152  0.30781671 -0.27033657],[ 0.74482888  0.3069258  -0.27031884],[ 0.74464309  0.30600375 -0.27042928],[ 0.73890865  0.30921343 -0.30884141],[ 0.73406202  0.3093549  -0.30892807],[ 0.72863591  0.30976626 -0.3090314 ],[ 0.72446048  0.31054938 -0.13918179],[ 0.70300823  0.31752053 -0.31127831],[ 0.74678528  0.35172886 -0.23869507],[ 0.73939359  0.35121405 -0.28822792],[0.72063601 0.40740001 0.03102572],[ 0.64643592  0.42236856 -0.33677834],[0.69859016 0.49793154 0.37189221],[ 0.55555141  0.4565179  -0.59888643],[0.70725095 0.48965731 0.64847314],[ 0.5816806   0.35064194 -0.86645871],[0.70645827 0.48588341 0.71378219],[ 0.58255756  0.30982104 -0.92591083],[0.70725322 0.47638187 0.69345528],[ 0.59450132  0.30826846 -0.91338491],[0.70844018 0.48022911 0.64924878],[ 0.59950787  0.32098836 -0.86807901],[0.630458   0.68473351 0.12036369],[ 0.61050081  0.68867946 -0.12087212],[0.54899901 0.83803153 0.28695464],[0.61444408 0.87179285 0.00373041],[0.49087435 0.95204955 0.56365186],[0.60176235 1.0090903  0.21714158],[0.47023535 0.95957428 0.58968598],[0.58670074 1.02378702 0.23994029],[0.52372944 0.98027974 0.54640484],[0.63356775 1.06632602 0.15822378]
[ 0.75989819  0.33444488 -0.29895073],[ 0.75523192  0.31095085 -0.27851373],[ 0.75536746  0.30990994 -0.27850783],[ 0.75536901  0.3088575  -0.2786088 ],[ 0.74887925  0.31324682 -0.31682539],[ 0.74396181  0.31399891 -0.31691855],[ 0.73815101  0.31497329 -0.31702614],[ 0.73600018  0.31390992 -0.15051338],[ 0.71068966  0.32388362 -0.32203394],[ 0.75753337  0.35588259 -0.24593599],[ 0.74940187  0.35626426 -0.29534453],[0.73581392 0.41169855 0.01295321],[ 0.65576863  0.43288478 -0.3381795 ],[0.71196741 0.49643219 0.35966435],[ 0.55965501  0.46147579 -0.60728019],[0.72635478 0.49566695 0.61680108],[ 0.57676423  0.35385036 -0.88163728],[0.7276898  0.49653754 0.6785599 ],[ 0.57707596  0.31375408 -0.94017744],[0.72968805 0.48782575 0.65551627],[ 0.58977973  0.31139964 -0.92911559],[0.72993797 0.489979   0.61609864],[ 0.5944699  0.3244589 -0.8835119],[0.6442064  0.69807494 0.11863873],[ 0.61879915  0.70695251 -0.11913989],[0.56467474 0.83674854 0.32780418],[0.61795539 0.88187063 0.00206585],[0.50343835 0.93437684 0.6636101 ],[0.59791231 1.03268802 0.23653755],[0.48149276 0.9405582  0.69499463],[0.58257371 1.0487057  0.26083669],[0.53747213 0.96193516 0.65779668],[0.6333636  1.0939374  0.17061897]
[ 0.76636988  0.34077939 -0.27429038],[ 0.76251811  0.31590673 -0.2565062 ],[ 0.76286101  0.31484634 -0.25646204],[ 0.76312059  0.31376237 -0.25650269],[ 0.75549209  0.31806692 -0.28271559],[ 0.75040627  0.31853572 -0.28281838],[ 0.74465936  0.31926185 -0.28296074],[ 0.74461478  0.31800568 -0.14255512],[ 0.71767241  0.32705683 -0.26194194],[ 0.76357096  0.36175495 -0.22935982],[ 0.75516212  0.36152792 -0.26219967],[0.7467773  0.41781077 0.03093068],[ 0.66156518  0.4375141  -0.2651853 ],[0.73894292 0.49440655 0.33965975],[ 0.56359947  0.46937609 -0.50046968],[0.77002913 0.47614506 0.60402405],[ 0.57246745  0.3675448  -0.74028099],[0.77544487 0.4688808  0.65299994],[ 0.57428336  0.32721505 -0.78181112],[0.77714002 0.46431997 0.62925172],[ 0.58688807  0.31921232 -0.78259099],[0.77433592 0.47060201 0.59833544],[ 0.5929541   0.333336   -0.74698818],[0.65401775 0.71296364 0.10334416],[ 0.62829411  0.72361284 -0.10364421],[0.58018029 0.84287459 0.32393771],[0.62047416 0.90375113 0.01962302],[0.5196386  0.92873991 0.62030458],[0.59585965 1.05570638 0.21461976],[0.4957076  0.9322089  0.65204448],[0.57904309 1.07428575 0.23475119],[0.54996669 0.95944244 0.57846385],[0.63310206 1.11265779 0.1549941 ]
[ 0.77295291  0.35376075 -0.27399513],[ 0.7697466   0.32690141 -0.24800026],[ 0.77037036  0.32537854 -0.24795897],[ 0.77086961  0.32383972 -0.24804981],[ 0.76159543  0.32843229 -0.27788869],[ 0.75581318  0.32820144 -0.27800417],[ 0.74909389  0.32838491 -0.27815026],[ 0.75227487  0.32607356 -0.12680122],[ 0.72046268  0.33488545 -0.24888125],[ 0.77020371  0.37425801 -0.21959408],[ 0.76045716  0.37382606 -0.25461933],[ 0.75795704  0.4286834  -0.01648269],[ 0.66178024  0.44369748 -0.22214334],[0.7280727  0.55545622 0.11900829],[ 0.5639475   0.48152605 -0.32951152],[0.74002665 0.66960651 0.13188884],[ 0.57529891  0.36986002 -0.46021026],[0.75589389 0.70257187 0.13739578],[ 0.57855678  0.32982886 -0.48879209],[0.75148976 0.70038903 0.11726638],[ 0.58946538  0.32163617 -0.48529315],[0.77325618 0.68932587 0.12367984],[ 0.59347695  0.33557719 -0.46091819],[0.67615736 0.72899604 0.07829335],[ 0.6344465   0.73027104 -0.07832696],[0.63988012 0.87723249 0.29591355],[0.6170314  0.90042752 0.11118703],[0.58514184 0.97462887 0.51526242],[0.57100201 1.05516326 0.33727223],[0.56580007 0.98872775 0.53594816],[0.55210483 1.05409932 0.36093885],[0.61584264 1.03872442 0.49122447],[0.60185808 1.11212778 0.28823441]
[ 0.78032947  0.35748798 -0.27115613],[ 0.77661979  0.33229795 -0.24898235],[ 0.77698129  0.33103603 -0.24901934],[ 0.77714068  0.3297686  -0.24909207],[ 0.76875502  0.33290359 -0.27855486],[ 0.76304072  0.3322207  -0.27863386],[ 0.75628316  0.33188629 -0.27876168],[ 0.75617152  0.33247477 -0.1236693 ],[ 0.72655118  0.33819956 -0.25344971],[ 0.77623409  0.37879989 -0.21901651],[ 0.76690453  0.37864313 -0.25638959],[ 0.76587844  0.44022077 -0.03714173],[ 0.66255283  0.44692573 -0.22291605],[0.73698425 0.57740754 0.07494742],[ 0.56461346  0.49159393 -0.33580303],[0.72698539 0.70198005 0.06777171],[ 0.58099216  0.37514094 -0.46046361],[0.73211205 0.73856461 0.06506568],[ 0.58155471  0.33331451 -0.48737612],[0.7314139  0.73637384 0.04847868],[ 0.59249145  0.32550728 -0.48497733],[0.74090391 0.72768795 0.06012128],[ 0.59878695  0.33904347 -0.46126923],[0.68984205 0.7456423  0.06072608],[ 0.63542855  0.73585027 -0.06052909],[0.6552003  0.89865315 0.12689696],[0.61259806 0.9016664  0.07436313],[0.62000668 1.01447666 0.38598794],[0.57285684 0.94664508 0.40780535],[0.60349125 1.02634537 0.40975958],[0.53788626 0.97946137 0.44394955],[0.63698888 1.08901131 0.35212606],[0.5565477  0.97386706 0.37435189]
[ 0.78775108  0.35912982 -0.23966558],[ 0.78340083  0.33488548 -0.22478703],[ 0.78349787  0.33387491 -0.22481151],[ 0.78339136  0.33291987 -0.22482911],[ 0.77644849  0.33531749 -0.25799957],[ 0.77129811  0.33463523 -0.25810587],[ 0.76508892  0.33421543 -0.25823897],[ 0.76180071  0.33672822 -0.11852364],[ 0.73509634  0.34062919 -0.26350236],[ 0.78416836  0.38103181 -0.19846418],[ 0.77609098  0.38126293 -0.24102838],[ 0.77161413  0.443288   -0.01534894],[ 0.6674093   0.4516387  -0.23667257],[0.74166191 0.58272946 0.1851196 ],[ 0.56550819  0.49920088 -0.17586948],[0.73127061 0.69872469 0.26877648],[ 0.59062183  0.38310689 -0.02723509],[0.72948468 0.73000658 0.28673774],[ 0.59213823  0.34191296 -0.01288822],[0.73062056 0.72738379 0.26931202],[ 0.60383517  0.33488485 -0.01964919],[0.73154771 0.71990591 0.26251978],[ 0.60990834  0.3480472  -0.0236101 ],[0.69976771 0.75607568 0.06749834],[ 0.64102     0.74983841 -0.06735819],[0.67631823 0.91492349 0.18730402],[0.61198509 0.94076657 0.05072906],[0.65341622 1.05353367 0.43344927],[0.56779349 1.07921529 0.28345528],[0.63870674 1.07317305 0.45604411],[0.54206133 1.0986253  0.30714783],[0.68899119 1.12122178 0.41190323],[0.57722998 1.15522945 0.23214746]
[ 0.79190141  0.36285916 -0.24809833],[ 0.78749597  0.3382825  -0.23213771],[ 0.7875101   0.33721313 -0.23219033],[ 0.78733885  0.3361434  -0.23219626],[ 0.78068197  0.33881161 -0.26374105],[ 0.77560401  0.33818051 -0.26386008],[ 0.76949155  0.33769599 -0.26402   ],[ 0.76485527  0.33977553 -0.11769124],[ 0.7397266   0.3441717  -0.26313087],[ 0.78812009  0.38433573 -0.20376186],[ 0.77968162  0.38445392 -0.24522205],[ 0.77710932  0.44796994 -0.02102409],[ 0.67186779  0.45154741 -0.23232476],[0.74485123 0.58972126 0.13050839],[ 0.5677284   0.5010494  -0.33271796],[0.73808414 0.70677984 0.15092549],[ 0.60125476  0.38696069 -0.43412629],[0.733248   0.74169511 0.15651354],[ 0.60516572  0.34659666 -0.46218628],[0.73606098 0.73832124 0.13539793],[ 0.61765283  0.34290734 -0.45648366],[0.73455155 0.72871083 0.14273633],[ 0.62263936  0.3557125  -0.43280101],[0.70395559 0.76358896 0.06677414],[ 0.64506602  0.75098711 -0.06671607],[0.67017817 0.92465502 0.19811273],[0.61123532 0.94913751 0.06451513],[0.63783985 1.0627712  0.44584328],[0.57133973 1.09820974 0.29942659],[0.62346399 1.0788933  0.46797687],[0.55480438 1.1157614  0.32250732],[0.6639958  1.13063157 0.40836945],[0.57777596 1.17438161 0.21270058]
[ 0.79367661  0.36826536 -0.26771086],[ 0.79052889  0.34461385 -0.25272465],[ 0.79076523  0.34362969 -0.25279173],[ 0.79089779  0.34260705 -0.25285143],[ 0.78296131  0.34469396 -0.28328437],[ 0.77733713  0.34371939 -0.28340733],[ 0.77078497  0.34278929 -0.28358507],[ 0.76666778  0.34419313 -0.13740693],[ 0.74193156  0.34740466 -0.27960247],[ 0.78883767  0.38911897 -0.22109728],[ 0.7790994   0.38919666 -0.26158008],[ 0.7818712   0.44685358 -0.03691309],[ 0.67517036  0.45135829 -0.23828885],[0.75589681 0.58139199 0.1576879 ],[ 0.57088858  0.50953573 -0.36436796],[0.76348996 0.69430447 0.2311134 ],[ 0.60491472  0.3888098  -0.52809906],[0.76543725 0.72439772 0.24978967],[ 0.60937107  0.34964192 -0.5539425 ],[0.76669067 0.72176254 0.22720775],[ 0.6198867   0.34392321 -0.55542356],[0.75999963 0.71218866 0.2240452 ],[ 0.6246525   0.35596186 -0.5309788 ],[0.70879573 0.7578851  0.06213512],[ 0.64850563  0.74357253 -0.06209146],[0.6726166  0.92520195 0.17594385],[0.61061341 0.94504046 0.05236389],[0.64264464 1.07824636 0.40644607],[0.5732277  1.10805845 0.27886492],[0.62952608 1.09494615 0.42556399],[0.56160069 1.12496626 0.30055815],[0.66585577 1.14835405 0.34671569],[0.58720368 1.18774962 0.20998771]
[ 0.80015647  0.36908177 -0.24660644],[ 0.79637629  0.34555432 -0.23241517],[ 0.79606038  0.34436315 -0.23248906],[ 0.79559433  0.34312084 -0.23254451],[ 0.79007274  0.34586623 -0.26683554],[ 0.7850464   0.34490326 -0.26696795],[ 0.77907646  0.34392217 -0.26716354],[ 0.77077365  0.34386379 -0.13052198],[ 0.7497431   0.34750465 -0.27542573],[ 0.79420543  0.38944769 -0.20216104],[ 0.78577214  0.38952416 -0.24757478],[ 0.78246129  0.44557542 -0.02061505],[ 0.6799441   0.4540363  -0.24190013],[0.75792849 0.57939333 0.17718393],[ 0.5728811   0.51070887 -0.36722326],[0.75932205 0.70247871 0.25598696],[ 0.60676974  0.39027864 -0.50212866],[0.76045352 0.73319185 0.27733016],[ 0.61091602  0.35261238 -0.52706349],[0.76083249 0.73289651 0.25454718],[ 0.62127835  0.3469294  -0.52145672],[0.75461268 0.72266787 0.24881974],[ 0.62615961  0.35877767 -0.50104749],[0.71291268 0.76045048 0.06342705],[ 0.6524694   0.74694115 -0.06335872],[0.67341483 0.92932051 0.190733  ],[0.61167687 0.94712251 0.06179612],[0.64321369 1.07246983 0.40629831],[0.57802474 1.10360384 0.28155541],[0.62978566 1.08935142 0.42413989],[0.56705821 1.12103403 0.30258781],[0.66737521 1.14083219 0.3544516 ],[0.59412706 1.18257153 0.19414394]
[ 0.80553973  0.36767998 -0.24966156],[ 0.80196601  0.34438863 -0.23638454],[ 0.80201054  0.34337693 -0.23643854],[ 0.80202675  0.34238645 -0.23647833],[ 0.79497451  0.34467843 -0.27071452],[ 0.78974551  0.34384581 -0.2708385 ],[ 0.78358638  0.3430436  -0.27101147],[ 0.77997333  0.34387431 -0.13191067],[ 0.7545839   0.34706658 -0.28440413],[ 0.80039036  0.38853839 -0.20690814],[ 0.79146135  0.38853914 -0.25202128],[ 0.79039329  0.44454476 -0.02767204],[ 0.68507421  0.45628321 -0.24403977],[0.76451802 0.57634711 0.18703929],[ 0.57865953  0.5108096  -0.31297511],[0.754776   0.67906725 0.28289285],[ 0.61081409  0.39682955 -0.3607994 ],[0.7688154  0.71845663 0.30699202],[ 0.6141296   0.35941902 -0.37145048],[0.76933771 0.7181496  0.28529477],[ 0.62433386  0.35273734 -0.36925182],[0.76239234 0.7083528  0.27651808],[ 0.62922704  0.36423999 -0.35852936],[0.71951854 0.75706351 0.06336722],[ 0.65824163  0.74520177 -0.06331008],[0.68365961 0.9201296  0.20233552],[0.61542881 0.94136012 0.07565202],[0.65329868 1.05887926 0.43024263],[0.58775467 1.09497309 0.30176404],[0.63988709 1.07532501 0.44988632],[0.57611722 1.11261511 0.32362431],[0.67822444 1.1269803  0.38843769],[0.61158311 1.17449689 0.20937991]
[ 0.8111828   0.36556804 -0.26023015],[ 0.80751818  0.3422429  -0.24483594],[ 0.80764914  0.34124631 -0.24485965],[ 0.80770999  0.34028509 -0.24485664],[ 0.80025321  0.34279075 -0.27737907],[ 0.79508358  0.34219065 -0.27749214],[ 0.78890753  0.34168485 -0.27763927],[ 0.78692353  0.34270388 -0.1328769 ],[ 0.76065969  0.34676993 -0.28216478],[ 0.80660665  0.38655853 -0.21507254],[ 0.79728371  0.38662082 -0.25787136],[ 0.80157977  0.44652897 -0.0310198 ],[ 0.68867373  0.45609769 -0.24280313],[0.77372968 0.57724559 0.16757677],[ 0.58183086  0.5108307  -0.31570786],[0.75938517 0.68761337 0.23364314],[ 0.6123575   0.40147737 -0.39368728],[0.76162076 0.71967304 0.24986744],[ 0.61620414  0.36226001 -0.41014284],[0.77503711 0.72715789 0.22776854],[ 0.62784588  0.35822126 -0.4082275 ],[0.75903583 0.71159911 0.22615635],[ 0.63261741  0.37063804 -0.39248198],[0.72669673 0.76115054 0.06477176],[ 0.66279113  0.74934226 -0.06473263],[0.68671548 0.9162811  0.22110784],[0.61616862 0.94260436 0.07203443],[0.6573894  1.05080771 0.48911804],[0.59017676 1.06616664 0.29627761],[0.64380884 1.06689537 0.51243705],[0.57399219 1.11094689 0.31781119],[0.68274343 1.11857462 0.45227379],[0.61223006 1.17241132 0.20063159]
[ 0.81708401  0.36416504 -0.27583313],[ 0.81339341  0.3408179  -0.25723866],[ 0.81340063  0.33982614 -0.25728098],[ 0.81328088  0.33886492 -0.25732404],[ 0.80623066  0.34140688 -0.28619388],[ 0.80101109  0.34083861 -0.28631189],[ 0.79472423  0.34036812 -0.28650618],[ 0.79307091  0.34132582 -0.13125686],[ 0.76730591  0.34549028 -0.27413931],[ 0.81169254  0.38513231 -0.22456352],[ 0.80294001  0.38515913 -0.26352918],[ 0.81802571  0.45137754 -0.02297437],[ 0.69026512  0.453962   -0.23664096],[0.7895987  0.57603616 0.20283134],[ 0.5877167   0.51040113 -0.40447754],[0.77945745 0.68171823 0.29338211],[ 0.61267704  0.40604126 -0.63102967],[0.76916575 0.7272895  0.3199062 ],[ 0.61670065  0.3668856  -0.67347902],[0.79220623 0.71967769 0.29089522],[ 0.62869024  0.36083296 -0.66677368],[0.78464109 0.70845985 0.28531086],[ 0.63367075  0.37339637 -0.63216853],[0.73409307 0.7672981  0.05401834],[ 0.66561419  0.74781805 -0.05401789],[0.68385994 0.92480242 0.15268408],[0.61699933 0.94597214 0.06405373],[0.65140879 1.05675709 0.48496455],[0.59511989 1.05399668 0.35758206],[0.63974243 1.06957126 0.51330626],[0.58348978 1.11075652 0.3869876 ],[0.66693056 1.13067472 0.45127267],[0.61141312 1.17633641 0.24562311]
[ 0.8242017   0.36528003 -0.2875402 ],[ 0.82101029  0.34226856 -0.26854208],[ 0.8210851   0.34131208 -0.26860341],[ 0.82104397  0.34040776 -0.26870108],[ 0.81379187  0.34259638 -0.29476625],[ 0.80856532  0.34187946 -0.29485816],[ 0.80215132  0.34122998 -0.29506689],[ 0.80097884  0.34264821 -0.13600488],[ 0.77348012  0.34580424 -0.2680268 ],[ 0.81873429  0.38631582 -0.23446707],[ 0.81016099  0.38612792 -0.26991886],[ 0.82622623  0.45442954 -0.01918222],[ 0.69690824  0.45310241 -0.23288627],[0.80666482 0.57565397 0.25841168],[ 0.59441692  0.50813252 -0.43147206],[0.81964505 0.65631205 0.41166154],[ 0.61197466  0.40879208 -0.67986047],[0.82062405 0.68002415 0.44767556],[ 0.61515254  0.37199736 -0.72594464],[0.82687294 0.67106819 0.4197658 ],[ 0.62671494  0.36497349 -0.72480744],[0.82089293 0.66531193 0.40505457],[ 0.63178796  0.37731355 -0.68429703],[0.7383641  0.76472682 0.04823939],[ 0.66981089  0.74547297 -0.04820015],[0.68601608 0.92066139 0.14597847],[0.62038201 0.94200808 0.05153991],[0.65214908 1.05186391 0.48912388],[0.59550089 1.08220899 0.32990727],[0.64122546 1.06453657 0.51957381],[0.58585799 1.10872471 0.35681045],[0.66188419 1.12504506 0.44430095],[0.60949123 1.17225754 0.22267072]
[ 0.829988    0.36761662 -0.32179791],[ 0.82816756  0.34458962 -0.30277818],[ 0.82867402  0.34369138 -0.30283546],[ 0.82903463  0.34281525 -0.30290624],[ 0.82041168  0.34423116 -0.31946388],[ 0.81486022  0.34311035 -0.31957194],[ 0.80819499  0.34209865 -0.31973499],[ 0.8109256   0.34322053 -0.15524942],[ 0.78110266  0.34556362 -0.24695726],[ 0.82463914  0.3879402  -0.26189476],[ 0.814417    0.38696858 -0.28510049],[ 0.84167778  0.45730403 -0.04773742],[ 0.70121467  0.44705617 -0.17752863],[0.81574106 0.5884546  0.08870328],[ 0.59922349  0.49396956 -0.35809493],[0.79340881 0.71350986 0.07094529],[ 0.61111391  0.40826267 -0.61505562],[0.79184735 0.75206167 0.06765223],[ 0.60532677  0.36846468 -0.66101474],[0.80959159 0.74796414 0.04394388],[ 0.61914754  0.36237258 -0.66141737],[0.79563785 0.73232025 0.06265739],[ 0.62635338  0.37477684 -0.62074316],[0.74268883 0.76159835 0.03611441],[ 0.67282045  0.74473256 -0.0359687 ],[0.6900388  0.91795725 0.1027175 ],[0.62645072 0.94174409 0.02346622],[0.6567809  1.0451287  0.48730874],[0.59724867 1.07866836 0.31496248],[0.6471926  1.05282664 0.51243049],[0.59070909 1.10769272 0.33898336],[0.66003823 1.11877275 0.43506446],[0.60603255 1.16652024 0.19285402]
